PheCode	Number of cases	Number of controls	Number of excluded controls	Phenotype Description	Phenotype Category	url_sum	URL QQ Plot	URL-QQPlot	URL Manhattan Plot	URL-ManhattanPlot
747.13	"1,799"	"406,165"	997	Congenital anomalies of great vessels	congenital anomalies	wget https://www.dropbox.com/s/ej4q4o8ia75jwwh/PheCode_747.13_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/siuz9kryiy8uih1/747.13-Congenitalanomaliesofgreatvessels-1799cases-406165controls.qq.pdf?dl=0	https://www.dropbox.com/s/siuz9kryiy8uih1/747.13-Congenitalanomaliesofgreatvessels-1799cases-406165controls.qq.pdf?dl=0	https://www.dropbox.com/s/dlwxu2ncemc0qij/747.13-Congenitalanomaliesofgreatvessels-1799cases-406165controls.mh.pdf?dl=0	https://www.dropbox.com/s/dlwxu2ncemc0qij/747.13-Congenitalanomaliesofgreatvessels-1799cases-406165controls.mh.pdf?dl=0
747.2	168	"406,165"	"2,628"	Congenital anomalies of peripheral vascular system	congenital anomalies	wget https://www.dropbox.com/s/iy53kwfy3o86n9j/PheCode_747.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/5tp8v28fs6srmd9/747.2-Congenitalanomaliesofperipheralvascularsystem-168cases-406165controls.qq.pdf?dl=0	https://www.dropbox.com/s/5tp8v28fs6srmd9/747.2-Congenitalanomaliesofperipheralvascularsystem-168cases-406165controls.qq.pdf?dl=0	https://www.dropbox.com/s/m1tmdtw00hrc086/747.2-Congenitalanomaliesofperipheralvascularsystem-168cases-406165controls.mh.pdf?dl=0	https://www.dropbox.com/s/m1tmdtw00hrc086/747.2-Congenitalanomaliesofperipheralvascularsystem-168cases-406165controls.mh.pdf?dl=0
748	51	"408,587"	323	"Anomalies of respiratory system, congenital"	congenital anomalies	wget https://www.dropbox.com/s/q2n1tm6h4rl5ges/PheCode_748_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/cbt9rz2c7j2worf/748-Anomaliesofrespiratorysystem-congenital-51cases-408587controls.qq.pdf?dl=0	https://www.dropbox.com/s/cbt9rz2c7j2worf/748-Anomaliesofrespiratorysystem-congenital-51cases-408587controls.qq.pdf?dl=0	https://www.dropbox.com/s/5h8tnch21dj1gey/748-Anomaliesofrespiratorysystem-congenital-51cases-408587controls.mh.pdf?dl=0	https://www.dropbox.com/s/5h8tnch21dj1gey/748-Anomaliesofrespiratorysystem-congenital-51cases-408587controls.mh.pdf?dl=0
749	324	"408,587"	50	Congenital anomalies of face and neck	congenital anomalies	wget https://www.dropbox.com/s/5tr1o2n6zfk4cob/PheCode_749_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/lckqwqwzpp2rgqh/749-Congenitalanomaliesoffaceandneck-324cases-408587controls.qq.pdf?dl=0	https://www.dropbox.com/s/lckqwqwzpp2rgqh/749-Congenitalanomaliesoffaceandneck-324cases-408587controls.qq.pdf?dl=0	https://www.dropbox.com/s/ksp0v3eu48jc588/749-Congenitalanomaliesoffaceandneck-324cases-408587controls.mh.pdf?dl=0	https://www.dropbox.com/s/ksp0v3eu48jc588/749-Congenitalanomaliesoffaceandneck-324cases-408587controls.mh.pdf?dl=0
750	703	"406,730"	"1,528"	Digestive congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/nzvwka01m01a7v3/PheCode_750_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/dvrvuc80mmpapb7/750-Digestivecongenitalanomalies-703cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/dvrvuc80mmpapb7/750-Digestivecongenitalanomalies-703cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/iikvdiko1vhg78t/750-Digestivecongenitalanomalies-703cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/iikvdiko1vhg78t/750-Digestivecongenitalanomalies-703cases-406730controls.mh.pdf?dl=0
750.1	335	"406,730"	"1,896"	Upper gastrointestinal congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/4mc1c92awdqycfz/PheCode_750.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/r9bm8rb0o6z2h4a/750.1-Uppergastrointestinalcongenitalanomalies-335cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/r9bm8rb0o6z2h4a/750.1-Uppergastrointestinalcongenitalanomalies-335cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/u1rysfkwfqktt0r/750.1-Uppergastrointestinalcongenitalanomalies-335cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/u1rysfkwfqktt0r/750.1-Uppergastrointestinalcongenitalanomalies-335cases-406730controls.mh.pdf?dl=0
750.13	193	"406,730"	"2,038"	Congenital anomalies of mouth/tongue	congenital anomalies	wget https://www.dropbox.com/s/ib8ws0t6u0d638a/PheCode_750.13_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/sz5vff3zxhqqrya/750.13-Congenitalanomaliesofmouthtongue-193cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/sz5vff3zxhqqrya/750.13-Congenitalanomaliesofmouthtongue-193cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/f6t02ltj7nd962s/750.13-Congenitalanomaliesofmouthtongue-193cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/f6t02ltj7nd962s/750.13-Congenitalanomaliesofmouthtongue-193cases-406730controls.mh.pdf?dl=0
750.2	364	"406,730"	"1,867"	Lower gastrointestinal congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/uxb71x16c5jo6ud/PheCode_750.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4quvqc0sos8wvbu/750.2-Lowergastrointestinalcongenitalanomalies-364cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/4quvqc0sos8wvbu/750.2-Lowergastrointestinalcongenitalanomalies-364cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/uw8xj45vraubpmi/750.2-Lowergastrointestinalcongenitalanomalies-364cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/uw8xj45vraubpmi/750.2-Lowergastrointestinalcongenitalanomalies-364cases-406730controls.mh.pdf?dl=0
750.21	229	"406,730"	"2,002"	Congenital anomalies of intestine	congenital anomalies	wget https://www.dropbox.com/s/ggx2s9xaqsmi80z/PheCode_750.21_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/6q7awhi3e822l0d/750.21-Congenitalanomaliesofintestine-229cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/6q7awhi3e822l0d/750.21-Congenitalanomaliesofintestine-229cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/gla7cxg3zobz8hb/750.21-Congenitalanomaliesofintestine-229cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/gla7cxg3zobz8hb/750.21-Congenitalanomaliesofintestine-229cases-406730controls.mh.pdf?dl=0
750.22	118	"406,730"	"2,113"	"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"	congenital anomalies	wget https://www.dropbox.com/s/h5nym8otbkb01br/PheCode_750.22_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/gzuys98vnv4ejna/750.22-Congenitalanomalyofgallbladder-bileducts-liver-pancreas-118cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/gzuys98vnv4ejna/750.22-Congenitalanomalyofgallbladder-bileducts-liver-pancreas-118cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/vmt67xc7g7d4z0n/750.22-Congenitalanomalyofgallbladder-bileducts-liver-pancreas-118cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/vmt67xc7g7d4z0n/750.22-Congenitalanomalyofgallbladder-bileducts-liver-pancreas-118cases-406730controls.mh.pdf?dl=0
751	"1,596"	"406,730"	635	Genitourinary congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/18jrne47r139hv5/PheCode_751_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/vxbx0hl1jyk5w69/751-Genitourinarycongenitalanomalies-1596cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/vxbx0hl1jyk5w69/751-Genitourinarycongenitalanomalies-1596cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/ls9j35vzfpk47el/751-Genitourinarycongenitalanomalies-1596cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/ls9j35vzfpk47el/751-Genitourinarycongenitalanomalies-1596cases-406730controls.mh.pdf?dl=0
751.1	732	"406,730"	"1,499"	Congenital anomalies of genital organs	congenital anomalies	wget https://www.dropbox.com/s/nbj3pvdevteh3lv/PheCode_751.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/mw2x40k48c0y6j7/751.1-Congenitalanomaliesofgenitalorgans-732cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/mw2x40k48c0y6j7/751.1-Congenitalanomaliesofgenitalorgans-732cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/x8wvekdd59y2dlv/751.1-Congenitalanomaliesofgenitalorgans-732cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/x8wvekdd59y2dlv/751.1-Congenitalanomaliesofgenitalorgans-732cases-406730controls.mh.pdf?dl=0
751.11	458	"406,730"	"1,773"	Congenital anomalies of female genital organs	congenital anomalies	wget https://www.dropbox.com/s/lprukqcgi8ym2dx/PheCode_751.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/wuzfqw975vcvm5b/751.11-Congenitalanomaliesoffemalegenitalorgans-458cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/wuzfqw975vcvm5b/751.11-Congenitalanomaliesoffemalegenitalorgans-458cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/cptvxwhj9qzajc1/751.11-Congenitalanomaliesoffemalegenitalorgans-458cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/cptvxwhj9qzajc1/751.11-Congenitalanomaliesoffemalegenitalorgans-458cases-406730controls.mh.pdf?dl=0
751.2	855	"406,730"	"1,376"	Congenital anomalies of urinary system	congenital anomalies	wget https://www.dropbox.com/s/n68s3h7hfjf1af6/PheCode_751.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/o91ay0xf0a325qg/751.2-Congenitalanomaliesofurinarysystem-855cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/o91ay0xf0a325qg/751.2-Congenitalanomaliesofurinarysystem-855cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/8g23c9groktixsj/751.2-Congenitalanomaliesofurinarysystem-855cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/8g23c9groktixsj/751.2-Congenitalanomaliesofurinarysystem-855cases-406730controls.mh.pdf?dl=0
751.21	431	"406,730"	"1,800"	Cystic kidney disease	congenital anomalies	wget https://www.dropbox.com/s/1yy70t3ftli13r1/PheCode_751.21_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ij740vpjxsetakm/751.21-Cystickidneydisease-431cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/ij740vpjxsetakm/751.21-Cystickidneydisease-431cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/i5xpz8b3la7v24a/751.21-Cystickidneydisease-431cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/i5xpz8b3la7v24a/751.21-Cystickidneydisease-431cases-406730controls.mh.pdf?dl=0
751.22	339	"406,730"	"1,892"	Other specified congenital anomalies of kidney	congenital anomalies	wget https://www.dropbox.com/s/yf36213lrazn9zw/PheCode_751.22_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/fm1y55cvkgutv58/751.22-Otherspecifiedcongenitalanomaliesofkidney-339cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/fm1y55cvkgutv58/751.22-Otherspecifiedcongenitalanomaliesofkidney-339cases-406730controls.qq.pdf?dl=0	https://www.dropbox.com/s/4op4jsq39mbv2b6/751.22-Otherspecifiedcongenitalanomaliesofkidney-339cases-406730controls.mh.pdf?dl=0	https://www.dropbox.com/s/4op4jsq39mbv2b6/751.22-Otherspecifiedcongenitalanomaliesofkidney-339cases-406730controls.mh.pdf?dl=0
752	336	"408,394"	231	Nervous system congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/nz5us83gu5kspog/PheCode_752_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/i2tssg618l0fr2y/752-Nervoussystemcongenitalanomalies-336cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/i2tssg618l0fr2y/752-Nervoussystemcongenitalanomalies-336cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/1tpj9lk5zttp3in/752-Nervoussystemcongenitalanomalies-336cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/1tpj9lk5zttp3in/752-Nervoussystemcongenitalanomalies-336cases-408394controls.mh.pdf?dl=0
752.1	256	"408,394"	311	Neural tube defects	congenital anomalies	wget https://www.dropbox.com/s/ilw3h39hatpg91x/PheCode_752.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/chjpnps3l0y7yim/752.1-Neuraltubedefects-256cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/chjpnps3l0y7yim/752.1-Neuraltubedefects-256cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/8dp1wzp1les766l/752.1-Neuraltubedefects-256cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/8dp1wzp1les766l/752.1-Neuraltubedefects-256cases-408394controls.mh.pdf?dl=0
752.11	210	"408,394"	357	Spina bifida	congenital anomalies	wget https://www.dropbox.com/s/n21blac385fcz45/PheCode_752.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/2og16un01nv3h87/752.11-Spinabifida-210cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/2og16un01nv3h87/752.11-Spinabifida-210cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/btu49jzod7rjdqn/752.11-Spinabifida-210cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/btu49jzod7rjdqn/752.11-Spinabifida-210cases-408394controls.mh.pdf?dl=0
752.2	80	"408,394"	487	Other specified congenital anomalies of nervous system	congenital anomalies	wget https://www.dropbox.com/s/cof3jso0av7qsra/PheCode_752.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/iwgxk3mttld3h91/752.2-Otherspecifiedcongenitalanomaliesofnervoussystem-80cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/iwgxk3mttld3h91/752.2-Otherspecifiedcongenitalanomaliesofnervoussystem-80cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/b138g4nc52h9u3p/752.2-Otherspecifiedcongenitalanomaliesofnervoussystem-80cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/b138g4nc52h9u3p/752.2-Otherspecifiedcongenitalanomaliesofnervoussystem-80cases-408394controls.mh.pdf?dl=0
753	131	"408,394"	436	Congenital anomalies of the eye	congenital anomalies	wget https://www.dropbox.com/s/syc23h844yj7y39/PheCode_753_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/e2j86owci8i8ks4/753-Congenitalanomaliesoftheeye-131cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/e2j86owci8i8ks4/753-Congenitalanomaliesoftheeye-131cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/4b2goz7xrfk0zmh/753-Congenitalanomaliesoftheeye-131cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/4b2goz7xrfk0zmh/753-Congenitalanomaliesoftheeye-131cases-408394controls.mh.pdf?dl=0
753.1	76	"408,394"	491	Congenital cataract and lens anomalies	congenital anomalies	wget https://www.dropbox.com/s/zvl9rcoq49txc2z/PheCode_753.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/6bukv6u66t21r0y/753.1-Congenitalcataractandlensanomalies-76cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/6bukv6u66t21r0y/753.1-Congenitalcataractandlensanomalies-76cases-408394controls.qq.pdf?dl=0	https://www.dropbox.com/s/p7fugha03g2shfe/753.1-Congenitalcataractandlensanomalies-76cases-408394controls.mh.pdf?dl=0	https://www.dropbox.com/s/p7fugha03g2shfe/753.1-Congenitalcataractandlensanomalies-76cases-408394controls.mh.pdf?dl=0
754	110	"407,831"	"1,020"	Congenital musculoskeletal deformities of spine	congenital anomalies	wget https://www.dropbox.com/s/qlcva1d6dq4hib6/PheCode_754_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/58u3fwlzd9yhylw/754-Congenitalmusculoskeletaldeformitiesofspine-110cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/58u3fwlzd9yhylw/754-Congenitalmusculoskeletaldeformitiesofspine-110cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/6k532m7bc2teuu9/754-Congenitalmusculoskeletaldeformitiesofspine-110cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/6k532m7bc2teuu9/754-Congenitalmusculoskeletaldeformitiesofspine-110cases-407831controls.mh.pdf?dl=0
755	449	"407,831"	681	Congenital anomalies of limbs	congenital anomalies	wget https://www.dropbox.com/s/gshdyirlg0dyeiv/PheCode_755_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/a8849ikvdq0qfan/755-Congenitalanomaliesoflimbs-449cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/a8849ikvdq0qfan/755-Congenitalanomaliesoflimbs-449cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/6zoq9re2798rne6/755-Congenitalanomaliesoflimbs-449cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/6zoq9re2798rne6/755-Congenitalanomaliesoflimbs-449cases-407831controls.mh.pdf?dl=0
755.1	210	"407,831"	920	Congenital deformities of feet	congenital anomalies	wget https://www.dropbox.com/s/338rj8s3cu1nxxt/PheCode_755.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/siy06sk11z3hek5/755.1-Congenitaldeformitiesoffeet-210cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/siy06sk11z3hek5/755.1-Congenitaldeformitiesoffeet-210cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/xkt51js7ku168vz/755.1-Congenitaldeformitiesoffeet-210cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/xkt51js7ku168vz/755.1-Congenitaldeformitiesoffeet-210cases-407831controls.mh.pdf?dl=0
755.6	162	"407,831"	968	"Other congenital anomalies of lower limb, including pelvic girdle"	congenital anomalies	wget https://www.dropbox.com/s/grmnfqwrrzd5e8l/PheCode_755.6_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9o2mkk4fqioh2zk/755.6-Othercongenitalanomaliesoflowerlimb-includingpelvicgirdle-162cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/9o2mkk4fqioh2zk/755.6-Othercongenitalanomaliesoflowerlimb-includingpelvicgirdle-162cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/7geq6d3ivfnp2jy/755.6-Othercongenitalanomaliesoflowerlimb-includingpelvicgirdle-162cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/7geq6d3ivfnp2jy/755.6-Othercongenitalanomaliesoflowerlimb-includingpelvicgirdle-162cases-407831controls.mh.pdf?dl=0
755.61	107	"407,831"	"1,023"	Congenital hip dysplasia and deformity	congenital anomalies	wget https://www.dropbox.com/s/lf3ifgb5feeh92r/PheCode_755.61_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/yfkfcxqnmiul2n6/755.61-Congenitalhipdysplasiaanddeformity-107cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/yfkfcxqnmiul2n6/755.61-Congenitalhipdysplasiaanddeformity-107cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/0x1oqec2es8lvqg/755.61-Congenitalhipdysplasiaanddeformity-107cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/0x1oqec2es8lvqg/755.61-Congenitalhipdysplasiaanddeformity-107cases-407831controls.mh.pdf?dl=0
756	594	"407,831"	536	Other congenital musculoskeletal anomalies	congenital anomalies	wget https://www.dropbox.com/s/ye2qjb41eccus4y/PheCode_756_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/g5b65d6ypkqv5m8/756-Othercongenitalmusculoskeletalanomalies-594cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/g5b65d6ypkqv5m8/756-Othercongenitalmusculoskeletalanomalies-594cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/bgwuj7ntvvx33tj/756-Othercongenitalmusculoskeletalanomalies-594cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/bgwuj7ntvvx33tj/756-Othercongenitalmusculoskeletalanomalies-594cases-407831controls.mh.pdf?dl=0
756.3	81	"407,831"	"1,049"	"Congenital anomalies of muscle, tendon, fascia, and connective tissue"	congenital anomalies	wget https://www.dropbox.com/s/4hi3afviysv1vrb/PheCode_756.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/n4uhkl60q6d7m8h/756.3-Congenitalanomaliesofmuscle-tendon-fascia-andconnectivetissue-81cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/n4uhkl60q6d7m8h/756.3-Congenitalanomaliesofmuscle-tendon-fascia-andconnectivetissue-81cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/zugoncyhn2kgbk4/756.3-Congenitalanomaliesofmuscle-tendon-fascia-andconnectivetissue-81cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/zugoncyhn2kgbk4/756.3-Congenitalanomaliesofmuscle-tendon-fascia-andconnectivetissue-81cases-407831controls.mh.pdf?dl=0
756.5	437	"407,831"	693	Congenital osteodystrophies	congenital anomalies	wget https://www.dropbox.com/s/pzxhk58pcmbb1x3/PheCode_756.5_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/aik33iu3weqb61r/756.5-Congenitalosteodystrophies-437cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/aik33iu3weqb61r/756.5-Congenitalosteodystrophies-437cases-407831controls.qq.pdf?dl=0	https://www.dropbox.com/s/ondk8pjhi1mkfqg/756.5-Congenitalosteodystrophies-437cases-407831controls.mh.pdf?dl=0	https://www.dropbox.com/s/ondk8pjhi1mkfqg/756.5-Congenitalosteodystrophies-437cases-407831controls.mh.pdf?dl=0
758	189	"407,937"	835	Chromosomal anomalies and genetic disorders	congenital anomalies	wget https://www.dropbox.com/s/wacpwff71b6rvyf/PheCode_758_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/5yp5labjlud5ty2/758-Chromosomalanomaliesandgeneticdisorders-189cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/5yp5labjlud5ty2/758-Chromosomalanomaliesandgeneticdisorders-189cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/wwnvifj7b8vithj/758-Chromosomalanomaliesandgeneticdisorders-189cases-407937controls.mh.pdf?dl=0	https://www.dropbox.com/s/wwnvifj7b8vithj/758-Chromosomalanomaliesandgeneticdisorders-189cases-407937controls.mh.pdf?dl=0
758.1	99	"407,937"	925	Chromosomal anomalies	congenital anomalies	wget https://www.dropbox.com/s/c8j1aup9f0jthf3/PheCode_758.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9dvftxkxrjz0rsl/758.1-Chromosomalanomalies-99cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/9dvftxkxrjz0rsl/758.1-Chromosomalanomalies-99cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/ai2m1n2xehdyiq5/758.1-Chromosomalanomalies-99cases-407937controls.mh.pdf?dl=0	https://www.dropbox.com/s/ai2m1n2xehdyiq5/758.1-Chromosomalanomalies-99cases-407937controls.mh.pdf?dl=0
759	233	"407,937"	791	Other and unspecified congenital anomalies	congenital anomalies	wget https://www.dropbox.com/s/k2m64d7gytnay35/PheCode_759_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/83bf8rupde3qtpm/759-Otherandunspecifiedcongenitalanomalies-233cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/83bf8rupde3qtpm/759-Otherandunspecifiedcongenitalanomalies-233cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/8lvljn4lwos7dah/759-Otherandunspecifiedcongenitalanomalies-233cases-407937controls.mh.pdf?dl=0	https://www.dropbox.com/s/8lvljn4lwos7dah/759-Otherandunspecifiedcongenitalanomalies-233cases-407937controls.mh.pdf?dl=0
759.1	105	"407,937"	919	"Anomalies of endocrine glands, congenital"	congenital anomalies	wget https://www.dropbox.com/s/j4sqkvial8bnysi/PheCode_759.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/zrzkget31o6qqxi/759.1-Anomaliesofendocrineglands-congenital-105cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/zrzkget31o6qqxi/759.1-Anomaliesofendocrineglands-congenital-105cases-407937controls.qq.pdf?dl=0	https://www.dropbox.com/s/ds5ohc9ds7bljg1/759.1-Anomaliesofendocrineglands-congenital-105cases-407937controls.mh.pdf?dl=0	https://www.dropbox.com/s/ds5ohc9ds7bljg1/759.1-Anomaliesofendocrineglands-congenital-105cases-407937controls.mh.pdf?dl=0
760	"11,274"	"397,687"	0	Back pain	symptoms	wget https://www.dropbox.com/s/ji0wre3zml4iwsf/PheCode_760_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/29qtydtf6mra5rn/760-Backpain-11274cases-397687controls.qq.pdf?dl=0	https://www.dropbox.com/s/29qtydtf6mra5rn/760-Backpain-11274cases-397687controls.qq.pdf?dl=0	https://www.dropbox.com/s/q9epe3lo4r87cb5/760-Backpain-11274cases-397687controls.mh.pdf?dl=0	https://www.dropbox.com/s/q9epe3lo4r87cb5/760-Backpain-11274cases-397687controls.mh.pdf?dl=0
761	"1,796"	"407,165"	0	Cervicalgia	symptoms	wget https://www.dropbox.com/s/xuzlptcs63gv3y1/PheCode_761_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4e3odlpyzzvandu/761-Cervicalgia-1796cases-407165controls.qq.pdf?dl=0	https://www.dropbox.com/s/4e3odlpyzzvandu/761-Cervicalgia-1796cases-407165controls.qq.pdf?dl=0	https://www.dropbox.com/s/nc865ek7akdbizm/761-Cervicalgia-1796cases-407165controls.mh.pdf?dl=0	https://www.dropbox.com/s/nc865ek7akdbizm/761-Cervicalgia-1796cases-407165controls.mh.pdf?dl=0
764	"2,383"	"405,481"	"1,097"	Sciatica	symptoms	wget https://www.dropbox.com/s/28s4nyjpatz5opg/PheCode_764_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/6q2ngh8jdck8d4o/764-Sciatica-2383cases-405481controls.qq.pdf?dl=0	https://www.dropbox.com/s/6q2ngh8jdck8d4o/764-Sciatica-2383cases-405481controls.qq.pdf?dl=0	https://www.dropbox.com/s/enhr9xmh6wty0zg/764-Sciatica-2383cases-405481controls.mh.pdf?dl=0	https://www.dropbox.com/s/enhr9xmh6wty0zg/764-Sciatica-2383cases-405481controls.mh.pdf?dl=0
