Phenotype Code	Phenotype Description	UK Biobank Data Showcase Link	Sex	File	wget command	Dropbox File
2634	Duration of heavy DIY	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2634	both_sexes	2634.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/d0znkmrisk3sfmd/2634.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2634.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/d0znkmrisk3sfmd/2634.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2644	Light smokers, at least 100 smokes in lifetime	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2644	both_sexes	2644.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ovypyt85biqyncj/2644.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2644.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ovypyt85biqyncj/2644.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_2	Non-butter spread type details: Flora Pro-Active or Benecol	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/le9bizfxshladbv/2654_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/le9bizfxshladbv/2654_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_4	Non-butter spread type details: Soft (tub) margarine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_4.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/vasf8mbc94vuxpa/2654_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_4.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/vasf8mbc94vuxpa/2654_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_5	Non-butter spread type details: Hard (block) margarine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_5.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hit5o9t0nziub18/2654_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_5.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hit5o9t0nziub18/2654_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_6	Non-butter spread type details: Olive oil based spread (eg: Bertolli)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_6.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ccfmkyeh6j2wwvi/2654_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_6.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ccfmkyeh6j2wwvi/2654_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_7	Non-butter spread type details: Polyunsaturated/sunflower oil based spread (eg: Flora)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_7.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/j30qwm5mlo0yuis/2654_7.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_7.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/j30qwm5mlo0yuis/2654_7.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_8	Non-butter spread type details: Other low or reduced fat spread	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/gfwfj44us46pd61/2654_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/gfwfj44us46pd61/2654_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2654_9	Non-butter spread type details: Other type of spread/margarine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654	both_sexes	2654_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/eu7zacr8yfxcz08/2654_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2654_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/eu7zacr8yfxcz08/2654_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2664_1	Reason for reducing amount of alcohol drunk: Illness or ill health	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2664	both_sexes	2664_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/lzpo29mfdonxwm7/2664_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2664_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/lzpo29mfdonxwm7/2664_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2664_2	Reason for reducing amount of alcohol drunk: Doctor's advice	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2664	both_sexes	2664_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ojtg91luxjjpil5/2664_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2664_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ojtg91luxjjpil5/2664_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2664_3	Reason for reducing amount of alcohol drunk: Health precaution	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2664	both_sexes	2664_3.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/gj9nb0282wbzeuo/2664_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2664_3.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/gj9nb0282wbzeuo/2664_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2664_4	Reason for reducing amount of alcohol drunk: Financial reasons	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2664	both_sexes	2664_4.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/4qu4fwtzlw93fm3/2664_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2664_4.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/4qu4fwtzlw93fm3/2664_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2664_5	Reason for reducing amount of alcohol drunk: Other reason	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2664	both_sexes	2664_5.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/xkcovq366amlzba/2664_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2664_5.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/xkcovq366amlzba/2664_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2684	Years since last breast cancer screening / mammogram	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2684	both_sexes	2684.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/cqzb1xj3sujx9ps/2684.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2684.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/cqzb1xj3sujx9ps/2684.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2704	Years since last cervical smear test	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2704	both_sexes	2704.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/r550ql4i9j8d797/2704.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2704.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/r550ql4i9j8d797/2704.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2714	Age when periods started (menarche)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2714	both_sexes	2714.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/cu9nykqloygtl08/2714.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2714.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/cu9nykqloygtl08/2714.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2724	Had menopause	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2724	both_sexes	2724.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/blcgz5gqzavp4n0/2724.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2724.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/blcgz5gqzavp4n0/2724.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2744	Birth weight of first child	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2744	both_sexes	2744.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1bt3o2qi2jxjigm/2744.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2744.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1bt3o2qi2jxjigm/2744.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2754_raw	Age at first live birth	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2754	both_sexes	2754_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/3lo0tegsb20eyrk/2754_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2754_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/3lo0tegsb20eyrk/2754_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2764_raw	Age at last live birth	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2764	both_sexes	2764_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/5kw4vywvh6i7df5/2764_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2764_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/5kw4vywvh6i7df5/2764_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2794_raw	Age started oral contraceptive pill	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2794	both_sexes	2794_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/2wghuys823ir43w/2794_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2794_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/2wghuys823ir43w/2794_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2814	Ever used hormone-replacement therapy (HRT)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2814	both_sexes	2814.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qgw7bjd6v5sdoca/2814.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2814.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qgw7bjd6v5sdoca/2814.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2834	Bilateral oophorectomy (both ovaries removed)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2834	both_sexes	2834.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/a61fen4n9shqy1e/2834.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2834.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/a61fen4n9shqy1e/2834.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2844	Had other major operations	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2844	both_sexes	2844.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/uiczrmnpr1o6k3o/2844.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2844.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/uiczrmnpr1o6k3o/2844.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2867_raw	Age started smoking in former smokers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2867	both_sexes	2867_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/erm3rett1wq8666/2867_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2867_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/erm3rett1wq8666/2867_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2877_1	Type of tobacco previously smoked: Manufactured cigarettes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2877	both_sexes	2877_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/diuinngh9w6205b/2877_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2877_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/diuinngh9w6205b/2877_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2877_2	Type of tobacco previously smoked: Hand-rolled cigarettes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2877	both_sexes	2877_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/maiw4hxdffvp4o5/2877_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2877_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/maiw4hxdffvp4o5/2877_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2877_3	Type of tobacco previously smoked: Cigars or pipes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2877	both_sexes	2877_3.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rgoa08tzadk4a3c/2877_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2877_3.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rgoa08tzadk4a3c/2877_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2887	Number of cigarettes previously smoked daily	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2887	both_sexes	2887.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ty4m139apreat8e/2887.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2887.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ty4m139apreat8e/2887.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2907	Ever stopped smoking for 6+ months	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2907	both_sexes	2907.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1a7le6hp39skzq3/2907.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2907.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1a7le6hp39skzq3/2907.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2926	Number of unsuccessful stop-smoking attempts	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2926	both_sexes	2926.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/8zcrvmkqtgl71x5/2926.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2926.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/8zcrvmkqtgl71x5/2926.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2936	Likelihood of resuming smoking	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2936	both_sexes	2936.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1ykuptpqkby7jht/2936.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2936.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1ykuptpqkby7jht/2936.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2956	General pain for 3+ months	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2956	both_sexes	2956.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/18plq282ud47gg0/2956.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2956.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/18plq282ud47gg0/2956.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2966_raw	Age high blood pressure diagnosed	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2966	both_sexes	2966_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/z40buf69s2vgeh8/2966_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2966_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/z40buf69s2vgeh8/2966_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2976_raw	Age diabetes diagnosed	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2976	both_sexes	2976_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1465yha5s73xwpn/2976_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2976_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1465yha5s73xwpn/2976_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
2986	Started insulin within one year diagnosis of diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2986	both_sexes	2986.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/v5tc7t9n7idrajh/2986.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 2986.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/v5tc7t9n7idrajh/2986.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30000_raw	White blood cell (leukocyte) count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30000	both_sexes	30000_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/fz6okj5qqho80tg/30000_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30000_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/fz6okj5qqho80tg/30000_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30010_raw	Red blood cell (erythrocyte) count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30010	both_sexes	30010_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9kmng7zmca5bu9s/30010_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30010_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9kmng7zmca5bu9s/30010_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30020_raw	Haemoglobin concentration	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30020	both_sexes	30020_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rvpbvobej0f3ryl/30020_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30020_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rvpbvobej0f3ryl/30020_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30030_raw	Haematocrit percentage	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30030	both_sexes	30030_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ilep8lys5mx24cj/30030_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30030_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ilep8lys5mx24cj/30030_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30040_raw	Mean corpuscular volume	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30040	both_sexes	30040_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/47mj128t2fcvclq/30040_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30040_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/47mj128t2fcvclq/30040_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
3005	Fracture resulting from simple fall	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3005	both_sexes	3005.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ya4vgbnfxdecqex/3005.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 3005.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ya4vgbnfxdecqex/3005.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30050_raw	Mean corpuscular haemoglobin	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30050	both_sexes	30050_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/2m8or309aonq3gm/30050_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30050_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/2m8or309aonq3gm/30050_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30060_raw	Mean corpuscular haemoglobin concentration	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30060	both_sexes	30060_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/3gljw7vmrr7vxin/30060_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30060_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/3gljw7vmrr7vxin/30060_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30070_raw	Red blood cell (erythrocyte) distribution width	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30070	both_sexes	30070_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/omsoq3k7tq9hhda/30070_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30070_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/omsoq3k7tq9hhda/30070_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30080_raw	Platelet count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30080	both_sexes	30080_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/49u5160q1ux7anq/30080_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30080_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/49u5160q1ux7anq/30080_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30090_raw	Platelet crit	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30090	both_sexes	30090_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yy2dj1yibrm4eck/30090_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30090_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yy2dj1yibrm4eck/30090_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30100_raw	Mean platelet (thrombocyte) volume	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30100	both_sexes	30100_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/o5n71wqspanol31/30100_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30100_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/o5n71wqspanol31/30100_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30110_raw	Platelet distribution width	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30110	both_sexes	30110_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/bqya0cakw2cctiw/30110_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30110_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/bqya0cakw2cctiw/30110_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30120_raw	Lymphocyte count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30120	both_sexes	30120_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/upamgg8wrhwwj05/30120_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30120_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/upamgg8wrhwwj05/30120_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30130_raw	Monocyte count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30130	both_sexes	30130_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ni4xd7oxkwbg2vq/30130_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30130_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ni4xd7oxkwbg2vq/30130_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30140_raw	Neutrophill count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30140	both_sexes	30140_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/36sj58z503bilx2/30140_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30140_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/36sj58z503bilx2/30140_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30150	Eosinophill count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30150	both_sexes	30150.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/inlkin3ec1j4p92/30150.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30150.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/inlkin3ec1j4p92/30150.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30160	Basophill count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30160	both_sexes	30160.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yqcaq3crygyi9vz/30160.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30160.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yqcaq3crygyi9vz/30160.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
30170	Nucleated red blood cell count	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30170	both_sexes	30170.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ujrktc5jprlb1pn/30170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 30170.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ujrktc5jprlb1pn/30170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
